Algorithm	File	ncol	Runtime	Redundancy	F1 Score
clustine_feature_select	glass.arff	3	0.027	0.3831424	0.664248435974626
clustine_deduplicate	glass.arff	3	0.051	0.09023481	0.611791622153326
clustine_just_compute	glass.arff	3	0.083	0.1939212	0.727878713603932
wrap_kNN	glass.arff	3	0.205	0.2064092	0.931531948388547
MI_rank	glass.arff	3	0.019	0.2125938	0.920076175749069
random_cols	glass.arff	3	0	0.08810469	0.649815560743347
random_cols	glass.arff	3	0	0.08223643	0.861456501820836
clustine_feature_select	glass.arff	3	0.017	0.3831424	0.666901112864591
clustine_deduplicate	glass.arff	3	0.019	0.09023481	0.616129031315978
clustine_just_compute	glass.arff	3	0.01	0.1939212	0.729459455600942
wrap_kNN	glass.arff	3	0.183	0.2064092	0.936541206625926
MI_rank	glass.arff	3	0.008	0.2125938	0.920076175749069
random_cols	glass.arff	3	0	0.335729	0.723904094679458
random_cols	glass.arff	3	0	0.1523833	0.822496768882094
clustine_feature_select	glass.arff	3	0.014	0.3831424	0.670434748541084
clustine_deduplicate	glass.arff	3	0.018	0.09023481	0.609250622348654
clustine_just_compute	glass.arff	3	0.017	0.1939212	0.730293870429067
wrap_kNN	glass.arff	3	0.175	0.2064092	0.931531948388547
MI_rank	glass.arff	3	0.01	0.2125938	0.920076175749069
random_cols	glass.arff	3	0	0.1466594	0.790851660009973
random_cols	glass.arff	3	0	0.3015049	0.679491938634863
clustine_feature_select	liver.arff	3	0.013	0.1525262	0.778078457365577
clustine_deduplicate	liver.arff	3	0.014	0.1460565	0.616842941611923
clustine_just_compute	liver.arff	3	0.009	0.08933522	0.632158554559467
wrap_kNN	liver.arff	3	0.126	0.1279505	0.86336797723736
MI_rank	liver.arff	3	0.009	0.1754801	0.871027921511554
random_cols	liver.arff	3	0	0.2920727	0.685810573600682
random_cols	liver.arff	3	0	0.3206463	0.597602585020236
clustine_feature_select	liver.arff	3	0.011	0.1525262	0.762684407667721
clustine_deduplicate	liver.arff	3	0.018	0.1460565	0.606455931757533
clustine_just_compute	liver.arff	3	0.011	0.08933522	0.632293264257831
wrap_kNN	liver.arff	3	0.121	0.1279505	0.865504173772652
MI_rank	liver.arff	3	0.011	0.1754801	0.871004481782231
random_cols	liver.arff	3	0	0.1525262	0.777538988408795
random_cols	liver.arff	3	0	0.2920727	0.675805011233554
clustine_feature_select	liver.arff	3	0.011	0.1525262	0.78120735185553
clustine_deduplicate	liver.arff	3	0.011	0.1460565	0.618556374829955
clustine_just_compute	liver.arff	3	0.013	0.08933522	0.642604461784371
wrap_kNN	liver.arff	3	0.141	0.1279505	0.854742198942146
MI_rank	liver.arff	3	0.008	0.1754801	0.869364873316134
random_cols	liver.arff	3	0	0.4087035	0.657466727817941
random_cols	liver.arff	3	0	0.2600108	0.664818011605777
clustine_feature_select	shape.arff	3	0.019	0.3624903	0.886012953268554
clustine_deduplicate	shape.arff	3	0.016	0.2610124	0.860412068064888
clustine_just_compute	shape.arff	3	0.019	0.3359256	0.802852736906079
wrap_kNN	shape.arff	3	0.299	0.1669153	0.930046005611776
MI_rank	shape.arff	3	0.026	0.3531564	0.904342733200212
random_cols	shape.arff	3	0	0.1750533	0.795648297651075
random_cols	shape.arff	3	0	0.1851583	0.900323826371133
clustine_feature_select	shape.arff	3	0.025	0.3624903	0.891596286601887
clustine_deduplicate	shape.arff	3	0.029	0.2610124	0.847562219309281
clustine_just_compute	shape.arff	3	0.032	0.3359256	0.812028364146222
wrap_kNN	shape.arff	3	0.328	0.3139595	0.960161932873508
MI_rank	shape.arff	3	0.024	0.3531564	0.903603555242668
random_cols	shape.arff	3	0	0.2066953	0.809334503066888
random_cols	shape.arff	3	0	0.310429	0.857917686175694
clustine_feature_select	shape.arff	3	0.024	0.3624903	0.886012953268554
clustine_deduplicate	shape.arff	3	0.021	0.2610124	0.840368407686122
clustine_just_compute	shape.arff	3	0.027	0.3359256	0.796770309369847
wrap_kNN	shape.arff	3	0.379	0.1669153	0.936248051647582
MI_rank	shape.arff	3	0.023	0.3531564	0.904342733200212
random_cols	shape.arff	3	0	0.317642	0.810431232461835
random_cols	shape.arff	3	0	0.2175039	0.865856730261972
clustine_feature_select	diabetes.arff	3	0.027	0.1411101	0.752638934973135
clustine_deduplicate	diabetes.arff	3	0.021	0.2635143	0.676496284262099
clustine_just_compute	diabetes.arff	3	0.023	0.1411101	0.756343330822586
wrap_kNN	diabetes.arff	3	0.259	0.2200129	0.805717010433997
MI_rank	diabetes.arff	3	0.018	0.3083837	0.697969757177827
random_cols	diabetes.arff	3	0	0.1745256	0.531651644393146
random_cols	diabetes.arff	3	0	0.1448043	0.688057624451985
clustine_feature_select	diabetes.arff	3	0.021	0.1411101	0.751617000693969
clustine_deduplicate	diabetes.arff	3	0.021	0.2635143	0.682621404152533
clustine_just_compute	diabetes.arff	3	0.017	0.1411101	0.755044876274458
wrap_kNN	diabetes.arff	3	0.269	0.2200129	0.803466117324311
MI_rank	diabetes.arff	3	0.02	0.3083837	0.699733803924502
random_cols	diabetes.arff	3	0	0.1869562	0.75909475148241
random_cols	diabetes.arff	3	0	0.1261976	0.556837606234411
clustine_feature_select	diabetes.arff	3	0.018	0.1411101	0.750704722599138
clustine_deduplicate	diabetes.arff	3	0.023	0.2635143	0.675696564987325
clustine_just_compute	diabetes.arff	3	0.013	0.1411101	0.753601994975586
wrap_kNN	diabetes.arff	3	0.272	0.2200129	0.809515069834709
MI_rank	diabetes.arff	3	0.018	0.3083837	0.697731282612883
random_cols	diabetes.arff	3	0	0.2443622	0.599799179874954
random_cols	diabetes.arff	3	0	0.1858584	0.720174537048307
clustine_feature_select	vowel.arff	3	0.024	0.1452216	0.814148635855166
clustine_deduplicate	vowel.arff	3	0.027	0.3115126	0.749235122742268
clustine_just_compute	vowel.arff	3	0.027	0.2591497	0.708687422468414
wrap_kNN	vowel.arff	3	0.359	0.0797993	0.834647724065252
MI_rank	vowel.arff	3	0.021	0.2524936	0.796001730734365
random_cols	vowel.arff	3	0	0.2340093	0.719728243452922
random_cols	vowel.arff	3	0	0.3727474	0.760834375020005
clustine_feature_select	vowel.arff	3	0.022	0.1452216	0.816949376176081
clustine_deduplicate	vowel.arff	3	0.027	0.3115126	0.753213819293364
clustine_just_compute	vowel.arff	3	0.022	0.2591497	0.708203355666725
wrap_kNN	vowel.arff	3	0.352	0.0797993	0.834790546779166
MI_rank	vowel.arff	3	0.028	0.2524936	0.794919525496139
random_cols	vowel.arff	3	0	0.2228253	0.762343422312937
random_cols	vowel.arff	3	0.001	0.2792495	0.736954556872177
clustine_feature_select	vowel.arff	3	0.029	0.1452216	0.815180459871574
clustine_deduplicate	vowel.arff	3	0.028	0.3115126	0.746039658774859
clustine_just_compute	vowel.arff	3	0.022	0.2591497	0.714278881649748
wrap_kNN	vowel.arff	3	0.403	0.1210214	0.829344852686492
MI_rank	vowel.arff	3	0.078	0.2524936	0.796333170648897
random_cols	vowel.arff	3	0	0.2058893	0.762955523205594
random_cols	vowel.arff	3	0	0.1725608	0.814170621732046
clustine_feature_select	breast.arff	3	0.035	0.6811728	0.844694900660131
clustine_deduplicate	breast.arff	3	0.038	0.5143359	0.807136874917157
clustine_just_compute	breast.arff	3	0.044	0.2509498	0.561980601177553
wrap_kNN	breast.arff	3	0.663	0.5089572	0.881152103748963
MI_rank	breast.arff	3	0.046	0.9931622	0.721700206009118
random_cols	breast.arff	3	0	0.2082532	0.666540328951341
random_cols	breast.arff	3	0	0.07750557	0.437163917106709
clustine_feature_select	breast.arff	3	0.031	0.6811728	0.849827477659716
clustine_deduplicate	breast.arff	3	0.046	0.5143359	0.790445531553927
clustine_just_compute	breast.arff	3	0.048	0.2509498	0.583268716979331
wrap_kNN	breast.arff	3	0.614	0.3442152	0.859704526646804
MI_rank	breast.arff	3	0.045	0.9931622	0.726728698094052
random_cols	breast.arff	3	0	0.2892735	0.408056049372553
random_cols	breast.arff	3	0	0.282972	0.472297870292738
clustine_feature_select	breast.arff	3	0.055	0.6811728	0.849827477659716
clustine_deduplicate	breast.arff	3	0.051	0.5143359	0.802540588880428
clustine_just_compute	breast.arff	3	0.048	0.2509498	0.564361044206892
wrap_kNN	breast.arff	3	0.68	0.3301896	0.864654691448077
MI_rank	breast.arff	3	0.054	0.9931622	0.732324482018009
random_cols	breast.arff	3	0	0.1578411	0.647651690026534
random_cols	breast.arff	3	0	0.5136236	0.570893962777019
clustine_feature_select	letrec.arff	3	0.182	0.08050271	0.728213865515712
clustine_deduplicate	letrec.arff	3	0.167	0.08050271	0.72751607082713
clustine_just_compute	letrec.arff	3	0.164	0.7604062	0.647384296177107
wrap_kNN	letrec.arff	3	12.683	0.05094984	0.760910423357869
MI_rank	letrec.arff	3	0.205	0.7512545	0.598495900567664
random_cols	letrec.arff	3	0	0.1675846	0.676246670896503
random_cols	letrec.arff	3	0	0.6642315	0.65300868335324
clustine_feature_select	letrec.arff	3	0.126	0.08050271	0.73363537280686
clustine_deduplicate	letrec.arff	3	0.167	0.08050271	0.731861201215319
clustine_just_compute	letrec.arff	3	0.169	0.7604062	0.646263214593463
wrap_kNN	letrec.arff	3	12.612	0.05094984	0.755405804724105
MI_rank	letrec.arff	3	0.198	0.7512545	0.582067512839125
random_cols	letrec.arff	3	0	0.1881966	0.682480663985395
random_cols	letrec.arff	3	0	0.04428735	0.652885685886475
clustine_feature_select	letrec.arff	3	0.134	0.08050271	0.729848340562566
clustine_deduplicate	letrec.arff	3	0.158	0.08050271	0.724517612068622
clustine_just_compute	letrec.arff	3	0.168	0.7604062	0.643713178953425
wrap_kNN	letrec.arff	3	12.704	0.03077161	0.762605711797544
MI_rank	letrec.arff	3	0.209	0.7512545	0.598686351379737
random_cols	letrec.arff	3	0	0.2160017	0.636106457614288
random_cols	letrec.arff	3	0	0.09887391	0.693221833716426
clustine_feature_select	insurance.arff	3	0.155	0.381441	0.938713624869911
clustine_deduplicate	insurance.arff	3	0.402	0.2356218	0.866601818809291
clustine_just_compute	insurance.arff	3	0.484	0.02360682	0.812181285951448
wrap_kNN	insurance.arff	3	40.997	0.3131496	0.969822081008537
MI_rank	insurance.arff	3	0.336	0.6989388	0.797964294653252
random_cols	insurance.arff	3	0	0.008592833	NA
random_cols	insurance.arff	3	0	0.202059	0.673120898753824
clustine_feature_select	insurance.arff	3	0.156	0.381441	0.941116163726416
clustine_deduplicate	insurance.arff	3	0.398	0.2356218	0.867148895238591
clustine_just_compute	insurance.arff	3	0.429	0.02360682	0.810003028613496
wrap_kNN	insurance.arff	3	41.148	0.3131496	0.968577207503623
MI_rank	insurance.arff	3	0.326	0.6989388	0.793911745840563
random_cols	insurance.arff	3	0	0.03869993	NA
random_cols	insurance.arff	3	0	0.02867857	NA
clustine_feature_select	insurance.arff	3	0.161	0.381441	0.940935988680737
clustine_deduplicate	insurance.arff	3	0.398	0.2356218	0.865478624133628
clustine_just_compute	insurance.arff	3	0.418	0.02360682	0.815493416171661
wrap_kNN	insurance.arff	3	41.222	0.3131496	0.970398152423807
MI_rank	insurance.arff	3	0.325	0.6989388	0.799548024112218
random_cols	insurance.arff	3	0	0.009176795	0.359717397769375
random_cols	insurance.arff	3	0	0.06671591	NA
